Empresa: IPANEMA AGRICOLA S.A.                                                                                                                                                                                                   Saldo Fisico dos Itens - 31/05/2014                                                                                                                                                                                         Data de Emissão: 12/06/2014 - 10:21:33;;;;;;;;;;;;;;;;                                                                                                              
Item;Est;Dep;Localização;Lote;Refer.;Validade;Un;Qtd Liquida;Qtd Aloca Fatur;Qtd Aloca Produção;Qtd Aloca Ped Venda;Família;Grupo Estoque;Fator Conc/PPM;Ob;Descrição                                                                                                              
33198;12;MAN;;;;;;37,0000;0,0000;0,0000;0,0000;MAN02;40;0,0000;Ativo;Parafuso Sext. 1/2 x 2 RG                                                                                                             
33198;13;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;MAN02;40;0,0000;Ativo;Parafuso Sext. 1/2 x 2 RG                                                                                                             
33198;14;MAN;;;;;;7,0000;0,0000;0,0000;0,0000;MAN02;40;0,0000;Ativo;Parafuso Sext. 1/2 x 2 RG                                                                                                             
33200;12;MAN;;;;;;10,0000;0,0000;0,0000;0,0000;MAN02;40;0,0000;Ativo;Parafuso 181.328 M1                                                                                                             
33200;13;MAN;;;;;;14,0000;0,0000;0,0000;0,0000;MAN02;40;0,0000;Ativo;Parafuso 181.328 M1                                                                                                             
33208;12;MAN;;;;;;3,0000;0,0000;0,0000;0,0000;MAN02;40;0,0000;Ativo;Parafuso 181328 M1 Massey                                                                                                             
33208;13;MAN;;;;;;16,0000;0,0000;0,0000;0,0000;MAN02;40;0,0000;Ativo;Parafuso 181328 M1 Massey                                                                                                             
33212;13;MAN;;;;;;10,0000;0,0000;0,0000;0,0000;MAN02;40;0,0000;Ativo;Parafuso 3176349 MF                                                                                                             
33213;13;MAN;;;;;;18,0000;0,0000;0,0000;0,0000;MAN02;40;0,0000;Ativo;Arruela 3176350 M1                                                                                                             
33214;13;MAN;;;;;;13,0000;0,0000;0,0000;0,0000;MAN02;40;0,0000;Ativo;Porca 3176351 M1                                                                                                             
33229;13;MAN;;;;;;6,0000;0,0000;0,0000;0,0000;MAN02;40;0,0000;Ativo;Porca Conica 1/2 503094 ( Bomba Jall)                                                                                                             
33246;14;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN02;40;0,0000;Ativo;Parafuso Sext. 1/4 x 2 1/2 RF                                                                                                             
33252;12;MAN;;;;;;20,0000;0,0000;0,0000;0,0000;MAN02;40;0,0000;Ativo;Parafuso Sext. 7/16 x 4 1/2 RG Aco 8.8                                                                                                             
33252;13;MAN;;;;;;21,0000;0,0000;0,0000;0,0000;MAN02;40;0,0000;Ativo;Parafuso Sext. 7/16 x 4 1/2 RG Aco 8.8                                                                                                             
34003;12;MAN;;;;;;8,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Correia A - 49                                                                                                             
34003;13;MAN;;;;;;10,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Correia A - 49                                                                                                             
34004;13;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 22207 Esfico 35x72x23 209.6                                                                                                             
34005;12;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Correia B - 42                                                                                                             
34005;13;MAN;;;;;;6,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Correia B - 42                                                                                                             
34010;13;MAN;;;;;;3,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Correia B - 93                                                                                                             
34012;12;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 02113                                                                                                             
34014;12;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 1881931 M 91                                                                                                             
34015;13;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Correia C - 75                                                                                                             
34016;13;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento de Rolos 21308 40x90x23                                                                                                             
34017;12;MAN;;;;;;5,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Correia 5v x 600                                                                                                             
34017;13;MAN;;;;;;20,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Correia 5v x 600                                                                                                             
34017;14;MAN;;;;;;11,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Correia 5v x 600                                                                                                             
34018;13;MAN;;;;;;6,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Correia A - 80                                                                                                             
34018;14;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Correia A - 80                                                                                                             
34019;14;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Correia A - 92                                                                                                             
34020;13;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Correia Nr. 489734 M2 (MF 265)                                                                                                             
34021;12;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 62 201 ZZP / Alt. Massey Fergusson                                                                                                             
34021;13;MAN;;;;;;12,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 62 201 ZZP / Alt. Massey Fergusson                                                                                                             
34023;13;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 02730 BRG                                                                                                             
34024;12;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6006 2RS                                                                                                             
34024;13;MAN;;;;;;12,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6006 2RS                                                                                                             
34024;14;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6006 2RS                                                                                                             
34027;13;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 30211                                                                                                             
34028;14;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor de Borracha 324,087 (K3)                                                                                                             
34029;13;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 324095 / 834216 00223 BR                                                                                                             
34030;12;MAN;;;;;;6,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Correia 390 H 100 324111 (258)                                                                                                             
34030;13;MAN;;;;;;3,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Correia 390 H 100 324111 (258)                                                                                                             
34031;12;MAN;;;;;;11,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Correia A 68                                                                                                             
34031;13;MAN;;;;;;22,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Correia A 68                                                                                                             
34031;14;MAN;;;;;;5,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Correia A 68                                                                                                             
34034;12;MAN;;;;;;8,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 22208 SKF 209627                                                                                                             
34034;13;MAN;;;;;;8,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 22208 SKF 209627                                                                                                             
34034;14;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 22208 SKF 209627                                                                                                             
34035;12;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 43592                                                                                                             
34036;13;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Correia A - 75                                                                                                             
34037;12;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 30208 Bomba VTG ou 7208                                                                                                             
34037;13;MAN;;;;;;8,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 30208 Bomba VTG ou 7208                                                                                                             
34037;14;MAN;;;;;;3,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 30208 Bomba VTG ou 7208                                                                                                             
34040;13;MAN;;;;;;5,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 0258 35X58,3X6                                                                                                             
34042;12;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 65X110X10 - 01462B Eureka                                                                                                             
34042;13;MAN;;;;;;3,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 65X110X10 - 01462B Eureka                                                                                                             
34042;14;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 65X110X10 - 01462B Eureka                                                                                                             
34043;13;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 45X85X10 ( 01038 )                                                                                                             
34043;14;MAN;;;;;;8,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 45X85X10 ( 01038 )                                                                                                             
34044;12;MAN;;;;;;7,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 1211 K 1a linha                                                                                                             
34044;13;MAN;;;;;;3,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 1211 K 1a linha                                                                                                             
34046;13;MAN;;;;;;3,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 01903 br 40x29,5x7 ou 5092                                                                                                             
34048;12;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor w 17509 / 01602                                                                                                             
34049;13;MAN;;;;;;20,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6002 ZZ                                                                                                             
34050;13;MAN;;;;;;5,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6307 zz                                                                                                             
34054;14;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 324103 K3                                                                                                             
34055;13;MAN;;;;;;11,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 40x62x8 - Ved. 6003 Mult coco                                                                                                             
34056;12;MAN;;;;;;9,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento GE 20 KRRBBRM                                                                                                             
34056;13;MAN;;;;;;7,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento GE 20 KRRBBRM                                                                                                             
34060;13;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 32006 AX Selecta                                                                                                             
34061;12;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 32008 AX Selecta                                                                                                             
34061;13;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 32008 AX Selecta                                                                                                             
34062;13;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento NU 209 K                                                                                                             
34063;12;MAN;;;;;;10,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Correia 3 vx 560 Berth. Compacto                                                                                                             
34063;13;MAN;;;;;;19,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Correia 3 vx 560 Berth. Compacto                                                                                                             
34065;13;MAN;;;;;;8,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 47x25x10 (00266 BR) 008014 SE                                                                                                             
34067;12;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento YAR 208 2F 002015 Selecta                                                                                                             
34067;13;MAN;;;;;;9,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento YAR 208 2F 002015 Selecta                                                                                                             
34067;14;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento YAR 208 2F 002015 Selecta                                                                                                             
34068;12;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento YAR 206 2F 002013 Selecta                                                                                                             
34068;14;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento YAR 206 2F 002013 Selecta                                                                                                             
34069;13;MAN;;;;;;17,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6005 DDU 002023 Selecta                                                                                                             
34071;13;MAN;;;;;;12,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 72x50x10 (0834) 008013 Select                                                                                                             
34072;12;MAN;;;;;;5,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 3.699.801 MF                                                                                                             
34072;13;MAN;;;;;;6,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 3.699.801 MF                                                                                                             
34072;14;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 3.699.801 MF                                                                                                             
34075;14;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Correia A 73                                                                                                             
34076;13;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 00013 ou 70730016                                                                                                             
34077;12;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 00421 ou 894763 M1                                                                                                             
34077;13;MAN;;;;;;7,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 00421 ou 894763 M1                                                                                                             
34078;12;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 01608                                                                                                             
34080;12;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 01783                                                                                                             
34080;13;MAN;;;;;;3,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 01783                                                                                                             
34080;14;MAN;;;;;;3,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 01783                                                                                                             
34082;14;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 2801619 M1                                                                                                             
34085;13;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 5043 Arca ou 750102 BERTH                                                                                                             
34086;13;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 00788 - 2670                                                                                                             
34087;12;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 01667                                                                                                             
34087;13;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 01667                                                                                                             
34088;13;MAN;;;;;;3,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 1008451D 5191 70x90x10 - 62                                                                                                             
34089;13;MAN;;;;;;10,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 209726 - Sabo 01602 Bag                                                                                                             
34091;13;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 70730036 ou 42085 = 1972                                                                                                             
34094;12;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 1851800M91 - 831077M1 - 8310                                                                                                             
34094;13;MAN;;;;;;3,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 1851800M91 - 831077M1 - 8310                                                                                                             
34095;13;MAN;;;;;;10,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 1012 KRRB 3/4 Flange 209304                                                                                                             
34096;13;MAN;;;;;;6,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 30206 ou 7206                                                                                                             
34096;14;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 30206 ou 7206                                                                                                             
34097;13;MAN;;;;;;5,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 30209 - A                                                                                                             
34098;13;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 3780/3720                                                                                                             
34098;14;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 3780/3720                                                                                                             
34099;14;MAN;;;;;;6,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 95x65x13 00379                                                                                                             
34100;12;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6011  001156 (Bomba)-2rs                                                                                                             
34100;13;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6011  001156 (Bomba)-2rs                                                                                                             
34100;14;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6011  001156 (Bomba)-2rs                                                                                                             
34101;12;MAN;;;;;;32,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6201 ZZ - 2RS                                                                                                             
34101;13;MAN;;;;;;12,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6201 ZZ - 2RS                                                                                                             
34101;14;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6201 ZZ - 2RS                                                                                                             
34102;12;MAN;;;;;;6,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6202 ZZ - DDU                                                                                                             
34102;13;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6202 ZZ - DDU                                                                                                             
34102;14;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6202 ZZ - DDU                                                                                                             
34103;12;MAN;;;;;;3,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6203 - 2RS                                                                                                             
34103;13;MAN;;;;;;8,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6203 - 2RS                                                                                                             
34103;14;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6203 - 2RS                                                                                                             
34104;12;MAN;;;;;;3,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6204 ZZ DDU                                                                                                             
34104;13;MAN;;;;;;13,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6204 ZZ DDU                                                                                                             
34104;14;MAN;;;;;;12,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6204 ZZ DDU                                                                                                             
34105;12;MAN;;;;;;7,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6205 - 2RS                                                                                                             
34105;13;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6205 - 2RS                                                                                                             
34105;14;MAN;;;;;;6,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6205 - 2RS                                                                                                             
34106;12;MAN;;;;;;3,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6303 ZZ - DDU                                                                                                             
34106;13;MAN;;;;;;5,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6303 ZZ - DDU                                                                                                             
34107;12;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6305 Z Blind Simp                                                                                                             
34107;13;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6305 Z Blind Simp                                                                                                             
34107;14;MAN;;;;;;6,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6305 Z Blind Simp                                                                                                             
34108;13;MAN;;;;;;6,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6308 Z - 209577                                                                                                             
34108;14;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6308 Z - 209577                                                                                                             
34109;12;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 895322 M91 RLS CON.EKLM 119                                                                                                             
34109;13;MAN;;;;;;3,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 895322 M91 RLS CON.EKLM 119                                                                                                             
34110;12;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento C.2523 Cone - Nr. 2580                                                                                                             
34110;13;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento C.2523 Cone - Nr. 2580                                                                                                             
34111;13;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento Conico 32010x                                                                                                             
34112;12;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento da Biela DA Bba - 001180                                                                                                             
34113;12;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 1000251 M1                                                                                                             
34113;13;MAN;;;;;;10,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 1000251 M1                                                                                                             
34114;13;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6009 ZZ AR25                                                                                                             
34115;12;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6210                                                                                                             
34115;13;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6210                                                                                                             
34116;13;MAN;;;;;;23,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6302 zz moto 961406302010                                                                                                             
34116;14;MAN;;;;;;6,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6302 zz moto 961406302010                                                                                                             
34117;14;MAN;;;;;;5,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6206 ZZ C/ Blind WSKK                                                                                                             
34122;13;MAN;;;;;;8,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Correia B - 60                                                                                                             
34123;13;MAN;;;;;;5,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento Cone Ecapa 7509 (32209)                                                                                                             
34124;13;MAN;;;;;;6,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Correia C - 79                                                                                                             
34125;12;MAN;;;;;;3,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 501349                                                                                                             
34125;13;MAN;;;;;;3,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 501349                                                                                                             
34126;13;MAN;;;;;;9,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 32207                                                                                                             
34128;12;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 01526 IT.32 E.45A.6,5 / 528 9                                                                                                             
34128;13;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 01526 IT.32 E.45A.6,5 / 528 9                                                                                                             
34129;13;MAN;;;;;;5,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor W 527 ROCA. 01608 BR/5769                                                                                                             
34129;14;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor W 527 ROCA. 01608 BR/5769                                                                                                             
34130;12;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 883935 M3                                                                                                             
34130;14;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 883935 M3                                                                                                             
34131;12;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 15106 / 15250                                                                                                             
34131;13;MAN;;;;;;9,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 15106 / 15250                                                                                                             
34132;12;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 195175                                                                                                             
34132;13;MAN;;;;;;3,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 195175                                                                                                             
34132;14;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 195175                                                                                                             
34133;13;MAN;;;;;;8,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 30306                                                                                                             
34134;12;MAN;;;;;;8,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6207 Z                                                                                                             
34134;13;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6207 Z                                                                                                             
34134;14;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 6207 Z                                                                                                             
34136;12;MAN;;;;;;5,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento UC 205                                                                                                             
34136;13;MAN;;;;;;8,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento UC 205                                                                                                             
34136;14;MAN;;;;;;6,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento UC 205                                                                                                             
34138;13;MAN;;;;;;11,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 62x35x10 (Selecta)                                                                                                             
34141;12;MAN;;;;;;3,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 1860867 (01963 Sabo) PRIS                                                                                                             
34141;13;MAN;;;;;;9,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 1860867 (01963 Sabo) PRIS                                                                                                             
34142;13;MAN;;;;;;5,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor TC30 528 TC102 8820                                                                                                             
34143;13;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 897242                                                                                                             
34143;14;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 897242                                                                                                             
34144;13;MAN;;;;;;10,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 02068 BRG                                                                                                             
34145;13;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Retentor 00272 BRG sabo                                                                                                             
34147;13;MAN;;;;;;5,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 831263                                                                                                             
34148;12;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento G1100 210161                                                                                                             
34148;13;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento G1100 210161                                                                                                             
34154;13;MAN;;;;;;3,0000;0,0000;0,0000;0,0000;MAN03;40;0,0000;Ativo;Rolamento 30207 FAG ROC                                                                                                             
